Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
2229,Godrej Prime ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,18333,3,2,2,220.0
2230,Godrej Central ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1120.0,17857,10,2,2,200.0
2231,Ashar Sapphire And Galleria ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,950.0,24736,24,3,3,235.0
2232,Lodha The Park ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1439.0,49272,37,2,2,440.0
2233,Lodha The Park ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,2890.0,53763,55,5,5,1000.0
2234,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1440.0,23611,8,3,2,340.0
2235,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Built Up Area,1800.0,15000,12,3,3,270.0
2236,Cosmos Horizon 2 ,Dehradun,Dehradun,10+ Year,Ready To Move,Carpet Area,700.0,19285,12,2,2,135.0
2237,Sadguru Complex ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Carpet Area,800.0,33750,13,2,2,270.0
2238,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,600.0,7000,5,1,1,42.0
2239,Hiranandani Rodas Enclave Eva ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,18000,8,3,2,225.0
2240,L and T Crescent Bay ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,24421,30,3,3,464.0
2241,L and T Crescent Bay ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,25142,14,2,2,352.0
2242,L and T Crescent Bay ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,24642,16,2,2,345.0
2243,Hiranandani Castle Rock ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,696.0,40948,12,2,2,285.0
2244,Hiranandani Castle Rock ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,696.0,42816,5,2,2,298.0
2245,Peninsula Celestia Spaces ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,25789,20,3,3,490.0
2246,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Carpet Area,1110.0,31531,3,3,3,350.0
2247,Swaraj Imperial ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Built Up Area,1225.0,10204,8,2,2,125.0
2248,Dosti Ambrosia ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1416.0,19067,13,2,2,270.0
2249,Dosti Ambrosia ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1310.0,20305,28,2,2,266.0
2250,Oberoi Splendor ,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Super Built Up Area,1377.0,22875,2,3,2,315.0
2251,Unnamed Property,Dehradun,Dehradun,10+ Year,Ready To Move,Carpet Area,740.0,18243,5,2,2,135.0
2252,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,700.0,13571,3,2,2,95.0
2253,Ashar Edge ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,700.0,21428,16,2,2,150.0
2254,Ashar Edge ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,700.0,22142,15,2,2,155.0
2255,Vaibhavlaxmi Aurigae Residency ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,657.0,15220,8,1,2,100.0
2256,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,450.0,12000,3,1,1,54.0
2257,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,1650.0,40303,11,3,3,665.0
2258,Hiranandani Athena and Barca ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,15700,7,2,2,157.0
2259,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,875.0,12342,2,2,2,108.0
2260,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,386.0,19430,4,1,1,75.0
2261,Silver Oaks Apartment ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Built Up Area,960.0,18750,4,2,2,180.0
2262,Luxora Crystal Spires ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,1050.0,20476,5,3,2,215.0
2263,Kalpataru Siddhachal 8 ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Carpet Area,688.0,22819,5,2,2,157.0
2264,SD Epsilon Tower ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,1585.0,23028,31,3,3,365.0
2265,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,450.0,23333,6,1,2,105.0
2266,Acme Ozone ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Built Up Area,1581.0,10752,7,3,3,170.0
2267,Devkrupa Dev Arpan ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,400.0,12500,2,1,1,50.0
2268,Acme Ozone ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Built Up Area,1500.0,11333,7,3,3,170.0
2269,Kabra Shubharambh CHS ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Built Up Area,585.0,11965,6,1,1,70.0
2270,Shital Tapovan Heights ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,670.0,8656,11,1,2,58.0
2271,Acme Ozone ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Built Up Area,958.0,12734,24,2,2,122.0
2272,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Super Built Up Area,1550.0,20000,10,3,4,310.0
2273,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,419.0,22673,3,1,1,95.0
2274,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Built Up Area,1500.0,10333,12,3,3,155.0
2275,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,645.0,24806,9,2,2,160.0
2276,Neelam Sumangal ,Lucknow,Lucknow,10+ Year,Ready To Move,Super Built Up Area,575.0,17565,2,1,2,101.0
2277,Sainath Heights ,Lucknow,Lucknow,10+ Year,Ready To Move,Super Built Up Area,865.0,19537,7,2,2,169.0
2278,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,510.0,23725,1,1,1,121.0
2279,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Built Up Area,2200.0,9090,2,3,3,200.0
2280,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Carpet Area,1092.0,52564,49,3,3,574.0
2281,Shailesh Riddhi Siddhi Residency ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1260.0,8333,10,2,2,105.0
2282,Infinity Avenue ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,7300,1,2,2,73.0
2283,Mahaavir Mannat ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1165.0,8841,8,2,2,103.0
2284,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,510.0,6470,17,1,1,33.0
2285,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,734.0,8446,11,2,2,62.0
2286,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,827.0,7980,16,3,2,66.0
2287,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,734.0,7493,15,2,2,55.0
2288,Lodha Lakeshore Greens ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,734.0,7220,6,2,2,53.0
2289,Ravi Gaurav City ,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,590.0,11016,6,2,2,65.0
2290,Star Paradise ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Carpet Area,630.0,13809,6,2,2,87.0
2291,Ravi GAURAV RESIDENCY ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,590.0,9322,4,1,2,55.0
2292,RNA NG Galaxy ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,590.0,12619,2,1,2,53.0
2293,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,380.0,45789,11,1,2,174.0
2294,Hiranandani Torino ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,1440.0,45138,27,3,3,650.0
2295,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Built Up Area,695.0,6402,7,1,2,44.5
2296,Hiranandani Atlantis ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,772.0,50518,21,2,2,390.0
2297,DB Ozone ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,910.0,13934,15,2,2,85.0
2298,Dipti Surya CHS ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,408.0,29901,4,1,1,122.0
2299,Prathamesh Krupa Kedar Darshan ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,750.0,27333,11,2,2,185.0
2300,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Built Up Area,715.0,6643,2,1,2,47.5
2301,Paradise Sai Sapphire ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Built Up Area,695.0,7769,5,1,2,54.0
2302,Gurnani Palms ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,850.0,28235,7,2,2,245.0
2303,RNA NG Eclat ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Built Up Area,1050.0,30476,9,2,2,270.0
2304,Neminath Luxeria ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1100.0,20545,20,3,3,226.0
2305,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Built Up Area,1125.0,6755,5,2,2,76.0
2306,Paradigm EL Signora ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,650.0,26461,12,2,2,172.0
2307,Hiranandani Sorrento ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,380.0,46052,12,1,2,175.0
2308,Hiranandani Regent Hill ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,387.0,37467,5,1,2,145.0
2309,Hiranandani Regent Hill ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,386.0,37305,8,1,2,144.0
2310,Hiranandani Regent Hill ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,382.0,36649,13,1,2,140.0
2311,Hiranandani Regent Hill ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,385.0,40259,11,1,2,155.0
2312,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,600.0,22500,11,1,2,135.0
2313,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,704.0,6889,5,1,2,48.5
2314,Hiranandani Zen Maple ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,382.0,37958,9,1,1,145.0
2315,Dream Maple ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,720.0,6388,5,1,2,46.0
2316,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,380.0,37368,20,1,2,142.0
2317,Hiranandani Glen Croft ,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,1480.0,38513,5,3,3,570.0
2318,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Carpet Area,225.0,13333,0,1,1,30.0
2319,Susharda Edifice Celestial ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,595.0,18487,10,1,1,110.0
2320,Susharda Edifice Celestial ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,990.0,15656,21,2,2,155.0
2321,Mohan Greenwoods ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,580.0,5862,5,1,2,34.0
2322,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7794,6,1,2,56.5
2323,RNA NG Silver Spring ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,999.0,8608,5,2,2,86.0
2324,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,8501,5,2,2,76.5
2325,Paradise Sai Mannat ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,2000.0,11750,8,3,3,235.0
2326,Paradise Sai Mannat ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,1305.0,10727,20,2,2,140.0
2327,Salasar Aashirwad ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,9300,6,1,1,60.5
2328,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,1000.0,8400,2,2,2,84.0
2329,Ekta Parksville ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,469.0,7142,10,1,2,33.5
2330,Mukti Shantinath Tower ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,690.0,4291,13,1,2,29.6
2331,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Super Built Up Area,980.0,14795,5,2,2,145.0
2332,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Super Built Up Area,1100.0,25454,8,2,2,280.0
2333,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,600.0,21590,15,1,1,95.0
2334,Unnamed Property,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Super Built Up Area,650.0,22727,13,1,1,100.0
2335,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1100.0,24000,15,2,2,180.0
2336,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Super Built Up Area,550.0,25757,7,1,1,85.0
2337,Wadhwa Crown Residences ,Lucknow,Lucknow,0 to 1 Year,Ready To Move,Carpet Area,710.0,33661,12,2,2,239.0
2338,Kalpataru Sunrise ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,800.0,13125,15,2,2,105.0
2339,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Built Up Area,745.0,11275,15,2,2,84.0
2340,Unnamed Property,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Built Up Area,1660.0,19578,8,3,3,325.0
2341,RNA NG Grand Plaza ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1650.0,14666,17,3,3,242.0
2342,RNA NG Grand Plaza ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Super Built Up Area,1810.0,15193,37,3,3,275.0
2343,Bhoomi Harmony ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Built Up Area,1310.0,8396,12,2,2,110.0
2344,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,440.0,14772,5,1,1,65.0
2345,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,440.0,13181,3,1,1,58.0
2346,Acme Ozone ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,680.0,19117,12,2,2,130.0
2347,Regency Heights ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Carpet Area,816.0,18259,8,2,2,149.0
2348,One Hiranandani Park ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,535.0,29906,20,2,2,160.0
2349,Unnamed Property,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Built Up Area,1002.0,12974,9,2,2,130.0
2350,Runwal Pearl ,Lucknow,Lucknow,5 to 10 Year,Ready To Move,Carpet Area,400.0,17375,6,1,2,69.5
2351,Hiranandani The Walk ,Lucknow,Lucknow,1 to 5 Year,Ready To Move,Carpet Area,420.0,21190,4,1,2,89.0
2352,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,450.0,12222,2,1,1,55.0
2353,Unnamed Property,Lucknow,Lucknow,10+ Year,Ready To Move,Carpet Area,660.0,18181,3,2,2,120.0
2354,Unnamed Property,Kolkata,Kolkata,10+ Year,Ready To Move,Carpet Area,725.0,17241,6,2,2,125.0
2355,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Built Up Area,1000.0,20500,7,3,2,205.0
2356,DB Ozone ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,882.0,7936,9,2,2,70.0
2357,DB Ozone ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,878.0,8769,14,2,2,77.0
2358,Vaishnavi Heights ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,461.0,10195,10,1,1,47.0
2359,Kanakia Paris ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,860.0,36046,7,2,2,310.0
2360,Kanakia Paris ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,1034.0,33849,10,3,2,350.0
2361,Hubtown Gardenia ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Super Built Up Area,815.0,12269,4,2,2,100.0
2362,Unique Shanti The Address ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Super Built Up Area,750.0,10000,2,1,2,75.0
2363,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Carpet Area,620.0,13709,5,2,2,85.0
2364,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Built Up Area,650.0,12000,4,2,2,78.0
2365,Primus Residences ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,23500,9,2,2,235.0
2366,Platinum Silver Classic ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,1035.0,6376,7,2,2,66.0
2367,Reliable Balaji Shrishti ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,7536,4,1,2,52.0
2368,Runwal My City ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,401.0,8952,24,1,2,35.9
2369,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,500.0,6650,16,1,1,33.2
2370,Runwal My City ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,560.0,8750,24,2,2,49.0
2371,Lodha Lakeshore Greens ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,638.0,7014,8,2,2,44.8
2372,Lodha Lakeshore Greens ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,500.0,6950,7,1,1,34.8
2373,Runwal Forests ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,1081.0,27382,48,3,2,296.0
2374,Runwal Forests ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,782.0,38107,47,3,2,298.0
2375,Hiranandani Castle Rock ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,629.0,47535,5,2,2,299.0
2376,Hiranandani Regent Hill ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,352.0,38352,7,1,2,135.0
2377,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,430.0,14651,11,1,1,63.0
2378,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,900.0,10555,1,2,2,95.0
2379,Gurukrupa Aramus Complex ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,430.0,13953,2,1,2,60.0
2380,Lakhanis Oasis ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,440.0,11818,6,1,1,52.0
2381,Satnam Paradise ,Kolkata,Kolkata,10+ Year,Ready To Move,Built Up Area,950.0,9473,5,2,2,90.0
2382,Platinum Emporius ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,850.0,15529,9,2,2,132.0
2383,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Carpet Area,390.0,17692,4,1,2,69.0
2384,Acme Ozone ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,1057.0,21286,3,4,4,225.0
2385,Bhakti Aura ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,695.0,8633,11,1,1,60.0
2386,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,7285,7,1,1,51.0
2387,Jewel Ekvira ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,1530.0,9477,4,3,3,145.0
2388,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,585.0,14017,4,2,2,82.0
2389,Aatmay Elixir ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,750.0,10133,8,2,2,76.0
2390,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,435.0,10344,4,1,1,45.0
2391,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,650.0,12307,3,2,2,80.0
2392,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,10476,2,2,2,110.0
2393,Vihan Sunshine Heights ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,650.0,11692,10,1,1,76.0
2394,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,10461,6,1,1,68.0
2395,Paradise Sai Ganga ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Super Built Up Area,1165.0,7725,12,2,2,90.0
2396,Nakshatra Swastik Alps ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Built Up Area,1445.0,10726,16,3,3,155.0
2397,Silver Leaf ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Carpet Area,1100.0,27636,4,3,3,304.0
2398,Unnamed Property,Kolkata,Kolkata,10+ Year,Ready To Move,Built Up Area,850.0,20941,5,2,2,178.0
2399,Surya Complex ,Kolkata,Kolkata,10+ Year,Ready To Move,Carpet Area,525.0,7238,2,1,1,38.0
2400,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,315.0,11111,1,1,1,35.0
2401,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,457.0,6783,6,1,1,31.0
2402,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,410.0,26341,5,1,2,108.0
2403,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Built Up Area,300.0,20000,4,1,1,60.0
2404,Sanghvi Palash ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,571.0,26269,5,2,2,150.0
2405,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Built Up Area,885.0,6779,4,2,2,60.0
2406,Satyam Harmony ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Built Up Area,1215.0,20555,17,3,2,185.0
2407,Satyam Harmony ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Built Up Area,850.0,15882,15,2,2,135.0
2408,Kanakia Hollywood ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,24160,13,2,2,302.0
2409,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Built Up Area,1070.0,18656,3,2,2,125.0
2410,Unnamed Property,Kolkata,Kolkata,10+ Year,Ready To Move,Built Up Area,550.0,13636,1,1,1,75.0
2411,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,450.0,12222,9,1,2,55.0
2412,Runwal Eirene ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,526.05,18249,15,2,2,96.0
2413,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,751.0,10652,7,1,1,80.0
2414,Unnamed Property,Kolkata,Kolkata,10+ Year,Ready To Move,Carpet Area,409.0,19070,2,1,1,78.0
2415,Vasudev Sky High ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,9565,12,1,1,66.0
2416,RNA NG Grand Plaza ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,1810.0,15193,37,3,3,275.0
2417,RNA NG Grand Plaza ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,801.0,21847,12,2,2,175.0
2418,SM Heights ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Built Up Area,1100.0,10000,11,2,2,110.0
2419,Runwal Dahlia ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,1174.0,17887,24,3,3,210.0
2420,Unnamed Property,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,2000.0,37500,9,4,4,750.0
2421,Raj Legacy ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,1030.0,25437,3,2,2,160.0
2422,Lodha Casa Rio Gold ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,749.0,8945,8,3,2,67.0
2423,Suncity Complex ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,1040.0,23076,15,2,2,180.0
2424,Unnamed Property,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Carpet Area,1650.0,50909,9,3,3,840.0
2425,Unnamed Property,Kolkata,Kolkata,10+ Year,Ready To Move,Carpet Area,2000.0,43000,3,4,3,860.0
2426,Suncity Complex ,Kolkata,Kolkata,5 to 10 Year,Ready To Move,Super Built Up Area,590.0,20000,7,1,2,100.0
2427,Lodha Luxuria ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,1100.0,20181,24,3,3,222.0
2428,Highland Haven ,Kolkata,Kolkata,1 to 5 Year,Ready To Move,Carpet Area,1000.0,14600,2,3,3,146.0
2429,Runwal Forests ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,30890,36,3,2,295.0
2430,Mayfair Codename Sara Powai ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Super Built Up Area,925.0,24642,9,2,2,155.0
2431,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,1120.0,31250,10,3,3,350.0
2432,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,760.0,34210,10,2,2,260.0
2433,Shree Shivankar CHS ,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,1050.0,50000,9,2,2,525.0
2434,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,480.0,37500,15,1,2,180.0
2435,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,1350.0,45185,17,3,3,610.0
2436,Unnamed Property,Kolkata,Kolkata,0 to 1 Year,Ready To Move,Carpet Area,725.0,52413,12,2,2,380.0
